ReviewID,Product,Rating,ReviewText,ReviewDate,PolarityScore,Sentiment,Emotions
30d1d587,USB-C Charger,3,average  Nothing special. I bought this for my workout.,2024-09-05,0.0,Neutral,['neutral']
8beea2e3,Office Chair,5,great value  Great value for money. I bought this for my office.,2023-03-06,0.3076923076923077,Positive,['joy']
1d07d32a,USB-C Charger,5,great value  Highly recommend.,2024-09-23,0.6,Positive,['joy']
98466d68,Stainless Bottle,5,exceeded expectations  Great value for money. Used it daily.,2024-04-17,0.3,Positive,['joy']
0a84cd76,Office Chair,4,perfect  Will buy again. Used it daily.,2023-07-17,0.125,Positive,['neutral']
fdd16040,Yoga Mat,5,excellent product  Used it daily.,2025-01-03,0.16666666666666666,Positive,['joy']
cce5b7a1,Blender,1,bad customer service  Very disappointed. I bought this for my workout.,2023-01-10,-0.16666666666666666,Negative,"['anger', 'sadness']"
2a242091,Blender,4,will buy again  Highly recommend.,2024-08-30,0.16666666666666666,Positive,['joy']
d88d8c08,Blender,5,perfect  Used it daily.,2023-03-01,0.2,Positive,['neutral']
8cadc146,Office Chair,4,best purchase  Will buy again. I bought this for my friend.,2023-06-25,0.08333333333333333,Positive,['joy']
b5243494,Wireless Earbuds,5,exceeded expectations  Highly recommend. Used it daily.,2024-11-04,0.25,Positive,['joy']
b3ce3ae1,Wireless Earbuds,5,perfect  Will buy again. Used it daily.,2023-08-19,0.125,Positive,['neutral']
c16808b9,USB-C Charger,4,very satisfied  Great value for money. Used it daily.,2023-04-27,0.3,Positive,['joy']
31fa508f,Blender,1,broke quickly  Not recommended.,2024-12-31,-0.4,Negative,['neutral']
eb5b3776,Laptop Sleeve,5,good quality  Great value for money. Used it daily.,2031-03-02,0.3,Positive,['joy']
09047f4b,Laptop Sleeve,5,works great  Highly recommend.,2023-10-23,0.6,Positive,['joy']
2253cbac,Laptop Sleeve,5,very satisfied  Great value for money. Used it daily.,2025-11-23,0.3,Positive,['joy']
84eb2ac8,Wireless Earbuds,5,will buy again  Great value for money.,2023-04-14,0.25,Positive,['joy']
671b89ab,Blender,4,works great  Great value for money. I bought this for my workout.,2023-02-20,0.3076923076923077,Positive,['joy']
d69c18e4,Blender,5,great value  Highly recommend.,2023-12-07,0.6,Positive,['joy']
0b4efe81,Stainless Bottle,3,okay product  Nothing special. Used it daily.,2024-02-11,0.0,Neutral,['neutral']
1c6e4eef,Blender,4,very satisfied  Will buy again. Used it daily.,2023-06-11,0.1111111111111111,Positive,['joy']
0fab6d67,Office Chair,2,waste of money  Very disappointed.,2024-02-11,-0.3333333333333333,Negative,"['anger', 'sadness']"
7650e961,Wireless Earbuds,4,excellent product  I bought this for my office.,2024-06-24,0.1111111111111111,Positive,['joy']
7b7918fd,Wireless Earbuds,4,very satisfied  Will buy again.,2024-11-28,0.16666666666666666,Positive,['joy']
758b5ec7,Stainless Bottle,4,loved it  Packaging was good. I bought this for my travel.,2023-10-28,0.16666666666666666,Positive,['joy']
f61478ec,Office Chair,5,five stars  I bought this for my mom.,2023-07-08,0.0,Neutral,['neutral']
732f6e8f,Laptop Sleeve,2,one star  Not recommended. I bought this for my travel.,2023-01-11,-0.18181818181818182,Negative,['neutral']
2da69d94,Wireless Earbuds,5,five stars  Will buy again.,2023-12-20,0.0,Neutral,['neutral']
9e098450,Stainless Bottle,5,very satisfied  Great value for money.,2023-03-29,0.42857142857142855,Positive,['joy']
8fbecf3b,Blender,2,missing parts  Returned it.,2023-01-06,-0.4,Negative,['sadness']
6801d5f4,Yoga Mat,4,very satisfied  I bought this for my friend.,2023-11-22,0.1111111111111111,Positive,['joy']
e817a077,Office Chair,4,very satisfied,2023-07-29,0.3333333333333333,Positive,['joy']
f9d770f6,Laptop Sleeve,5,loved it  Packaging was good.,2023-06-06,0.3333333333333333,Positive,['joy']
bd08bcf9,USB-C Charger,4,works great  Packaging was good.,2024-07-12,0.5,Positive,['joy']
4541d32e,USB-C Charger,4,very satisfied  Packaging was good.,2023-12-22,0.3333333333333333,Positive,['joy']
2527b7c6,Wireless Earbuds,5,perfect  Packaging was good.,2025-12-25,0.4,Positive,['neutral']
539d3589,Yoga Mat,2,not worth  Used it daily.,2025-08-11,-0.16666666666666666,Negative,['neutral']
0178f26f,USB-C Charger,4,excellent product  Packaging was good.,2023-04-20,0.3333333333333333,Positive,['joy']
84599ce7,Yoga Mat,4,excellent product  I bought this for my mom.,2026-11-29,0.1111111111111111,Positive,['joy']
da7b150b,USB-C Charger,4,five stars  Used it daily.,2023-05-26,0.0,Neutral,['neutral']
e633ce76,Office Chair,4,works great  Great value for money. I bought this for my workout.,2023-04-11,0.3076923076923077,Positive,['joy']
fec37b5a,Blender,1,not as described  Very disappointed. I bought this for my friend.,2023-02-20,-0.16666666666666666,Negative,"['anger', 'sadness']"
45a94d5e,Blender,2,poor quality  Returned it. I bought this for my travel.,2023-03-02,-0.18181818181818182,Negative,['sadness']
a66fed79,Office Chair,2,poor quality  Returned it. I bought this for my friend.,2024-01-09,-0.18181818181818182,Negative,['sadness']
66150d37,Stainless Bottle,3,average  Could be better. Used it daily.,2023-06-04,0.0,Neutral,['neutral']
4a7ab87f,Wireless Earbuds,5,works great  Highly recommend. Used it daily.,2023-08-23,0.375,Positive,['joy']
903316ed,Wireless Earbuds,4,highly recommend  Packaging was good. Used it daily.,2023-03-11,0.2222222222222222,Positive,['joy']
30884595,Blender,3,it's fine  Nothing special. Used it daily.,2023-01-16,0.0,Neutral,['neutral']
61ab8b45,Stainless Bottle,3,works as expected  I bought this for my travel.,2023-04-30,0.1,Positive,['neutral']
050f1d2a,Laptop Sleeve,3,average  It's okay. Used it daily.,2023-02-03,0.0,Neutral,['neutral']
11ffcade,Stainless Bottle,2,one star  Not recommended. I bought this for my mom.,2023-08-14,-0.18181818181818182,Negative,['neutral']
3eb4d530,Laptop Sleeve,3,neutral  I bought this for my workout.,2023-06-15,0.0,Neutral,['neutral']
3d25703a,Yoga Mat,4,great value  Great value for money. Used it daily.,2024-03-03,0.4,Positive,['joy']
5f41302d,Yoga Mat,1,not worth,2024-08-09,-0.3333333333333333,Negative,['neutral']
b0a2db43,Laptop Sleeve,4,works great  I bought this for my friend.,2023-02-01,0.2222222222222222,Positive,['joy']
d234bf75,Office Chair,5,five stars  Packaging was good.,2025-07-14,0.16666666666666666,Positive,['neutral']
ec931ba8,Wireless Earbuds,1,not as described  Not recommended. Used it daily.,2023-04-29,-0.2222222222222222,Negative,['neutral']
1b088b91,Office Chair,5,works great  Will buy again. I bought this for my workout.,2024-05-18,0.16666666666666666,Positive,['joy']
bfd42f0f,Laptop Sleeve,3,okay product  Nothing special. Used it daily.,2023-03-27,0.0,Neutral,['neutral']
a62e3430,Yoga Mat,4,works great  Highly recommend. Used it daily.,2023-08-30,0.375,Positive,['joy']
73e8c239,USB-C Charger,4,best purchase,2023-06-18,0.3333333333333333,Positive,['joy']
951ebe22,Yoga Mat,4,fast delivery  Great value for money.,2024-05-17,0.42857142857142855,Positive,['joy']
612ed850,Blender,1,very disappointed  Used it daily.,2023-04-17,-0.16666666666666666,Negative,"['anger', 'sadness']"
d2d7d17b,Blender,5,best purchase  Highly recommend.,2025-04-03,0.4,Positive,['joy']
43769753,Yoga Mat,4,five stars  Great value for money. I bought this for my office.,2023-10-05,0.15384615384615385,Positive,['joy']
4333dcb3,Wireless Earbuds,2,not worth  Returned it. Used it daily.,2023-08-05,-0.25,Negative,['sadness']
f945033f,Wireless Earbuds,4,highly recommend  Packaging was good.,2023-04-12,0.3333333333333333,Positive,['joy']
03703eca,USB-C Charger,3,acceptable  Nothing special. I bought this for my workout.,2023-06-22,0.0,Neutral,['neutral']
fbd641ff,USB-C Charger,1,terrible  Not recommended. Used it daily.,2023-05-22,-0.2857142857142857,Negative,['anger']
b2ca2b71,Laptop Sleeve,3,average  It's okay.,2023-05-25,0.0,Neutral,['neutral']
157cf2c5,Laptop Sleeve,2,not as described  Used it daily.,2025-03-18,-0.14285714285714285,Negative,['neutral']
70df643c,Yoga Mat,4,good quality  Packaging was good. I bought this for my workout.,2024-02-19,0.16666666666666666,Positive,['neutral']
120cd18f,Stainless Bottle,5,great value  Packaging was good.,2023-09-09,0.5,Positive,['joy']
b5672608,Wireless Earbuds,2,terrible  Not recommended.,2023-10-09,-0.5,Negative,['anger']
9251ca4d,Office Chair,4,best purchase  Packaging was good. I bought this for my travel.,2024-05-14,0.16666666666666666,Positive,['joy']
b268b3c6,Office Chair,4,perfect  Will buy again.,2023-02-19,0.2,Positive,['neutral']
40c1e671,Blender,3,okay product  Nothing special.,2023-06-14,0.0,Neutral,['neutral']
8fcd9eb2,USB-C Charger,4,will buy again  Great value for money. I bought this for my mom.,2023-11-05,0.14285714285714285,Positive,['joy']
8a9fb2f6,Yoga Mat,4,works great  Will buy again. I bought this for my friend.,2027-04-21,0.16666666666666666,Positive,['joy']
e85c5204,USB-C Charger,4,highly recommend  Highly recommend. Used it daily.,2023-04-09,0.25,Positive,['joy']
85585771,Blender,2,broke quickly  Returned it.,2023-03-02,-0.4,Negative,['sadness']
547642b3,Laptop Sleeve,3,okay product  Could be better.,2023-03-05,0.0,Neutral,['neutral']
fa5608bb,Wireless Earbuds,3,it's fine  Could be better. I bought this for my travel.,2023-05-03,0.0,Neutral,['neutral']
f0142c71,Office Chair,3,acceptable  Could be better.,2025-04-08,0.0,Neutral,['neutral']
05d519ec,Wireless Earbuds,2,terrible  Returned it. Used it daily.,2023-09-29,-0.2857142857142857,Negative,"['anger', 'sadness']"
b68fe80f,Laptop Sleeve,4,five stars  Will buy again.,2027-01-14,0.0,Neutral,['neutral']
c1b1377e,Laptop Sleeve,2,stopped working  Returned it. I bought this for my mom.,2023-07-05,-0.18181818181818182,Negative,['sadness']
46006e21,Blender,5,works great  Great value for money. I bought this for my workout.,2025-01-02,0.3076923076923077,Positive,['joy']
06fd7487,USB-C Charger,5,loved it  Packaging was good.,2023-04-19,0.3333333333333333,Positive,['joy']
3822bb81,Office Chair,3,average  It's okay. Used it daily.,2024-02-08,0.0,Neutral,['neutral']
5bcce0ef,Laptop Sleeve,5,loved it  Highly recommend. Used it daily.,2023-10-24,0.25,Positive,['joy']
2796e736,USB-C Charger,4,works great  Highly recommend. I bought this for my mom.,2023-04-30,0.2727272727272727,Positive,['joy']
692155bf,USB-C Charger,5,exceeded expectations  Used it daily.,2023-03-17,0.16666666666666666,Positive,['neutral']
f20b848c,USB-C Charger,3,neutral  Could be better. Used it daily.,2023-07-22,0.0,Neutral,['neutral']
ac03940f,Office Chair,4,exceeded expectations  Great value for money. I bought this for my travel.,2023-04-12,0.23076923076923078,Positive,['joy']
791ec043,USB-C Charger,2,one star  Returned it. I bought this for my friend.,2023-12-11,-0.18181818181818182,Negative,['sadness']
db6367db,Office Chair,3,fair  Used it daily.,2023-11-14,0.0,Neutral,['neutral']
37c45c9d,Yoga Mat,3,works as expected  Could be better. I bought this for my friend.,2023-08-28,0.07692307692307693,Positive,['neutral']
a671ae63,Stainless Bottle,4,excellent product  Great value for money. I bought this for my friend.,2023-01-20,0.23076923076923078,Positive,['joy']
6ac4dc88,Wireless Earbuds,3,average  Could be better. Used it daily.,2023-02-22,0.0,Neutral,['neutral']
fff203bc,Stainless Bottle,1,not as described  Used it daily.,2027-08-07,-0.14285714285714285,Negative,['neutral']
bd7372d5,Stainless Bottle,3,nothing special  Could be better. Used it daily.,2024-08-28,0.0,Neutral,['neutral']
68f0f60e,Blender,3,does the job  I bought this for my friend.,2024-02-22,0.0,Neutral,['neutral']
2210baf0,Laptop Sleeve,5,loved it  Highly recommend. Used it daily.,2023-11-27,0.25,Positive,['joy']
97b9327f,Wireless Earbuds,4,very satisfied  Packaging was good. I bought this for my workout.,2023-07-13,0.16666666666666666,Positive,['joy']
4bf2fddd,Blender,3,does the job  Nothing special. I bought this for my office.,2025-08-26,0.0,Neutral,['neutral']
0bc2e082,Stainless Bottle,5,great value  Packaging was good. Used it daily.,2026-05-08,0.3333333333333333,Positive,['joy']
1143dc6a,Wireless Earbuds,2,missing parts  Not recommended.,2024-04-24,-0.4,Negative,['neutral']
03c670e0,Wireless Earbuds,5,fast delivery  Great value for money. I bought this for my workout.,2023-03-14,0.23076923076923078,Positive,['joy']
aa6a975f,Office Chair,1,missing parts  Not recommended.,2024-05-08,-0.4,Negative,['neutral']
f99d1a59,Wireless Earbuds,4,exceeded expectations  Great value for money. I bought this for my mom.,2024-11-04,0.23076923076923078,Positive,['joy']
1c43599f,Office Chair,2,bad customer service,2024-08-01,-0.25,Negative,['neutral']
8ac4433b,Yoga Mat,3,works as expected  Nothing special. Used it daily.,2023-03-07,0.1111111111111111,Positive,['neutral']
a478a915,Laptop Sleeve,3,does the job  Could be better.,2024-09-07,0.0,Neutral,['neutral']
bc66e9ca,Blender,4,loved it  Great value for money. I bought this for my friend.,2023-09-28,0.23076923076923078,Positive,['joy']
d7a126d4,USB-C Charger,4,very satisfied  Highly recommend. I bought this for my office.,2025-02-04,0.18181818181818182,Positive,['joy']
883435f5,USB-C Charger,4,highly recommend  Great value for money.,2024-09-11,0.42857142857142855,Positive,['joy']
4ae0facc,Laptop Sleeve,4,will buy again  Packaging was good. Used it daily.,2023-06-22,0.1,Positive,['neutral']
6a1cb028,Laptop Sleeve,4,five stars  Great value for money.,2023-05-11,0.2857142857142857,Positive,['joy']
bd5c9967,Laptop Sleeve,5,exceeded expectations  Will buy again. Used it daily.,2023-09-12,0.1111111111111111,Positive,['neutral']
b6500171,USB-C Charger,3,does the job  It's okay. Used it daily.,2025-04-18,0.0,Neutral,['neutral']
377c374e,Office Chair,4,good quality  Great value for money. I bought this for my friend.,2023-10-14,0.23076923076923078,Positive,['joy']
ec3e4a41,Office Chair,5,five stars  Packaging was good. I bought this for my mom.,2023-12-24,0.08333333333333333,Positive,['neutral']
6a7b0852,Yoga Mat,2,bad customer service  Very disappointed.,2025-10-22,-0.3333333333333333,Negative,"['anger', 'sadness']"
1fc47682,Yoga Mat,4,will buy again  Great value for money.,2023-05-29,0.25,Positive,['joy']
58726d3c,Office Chair,2,not as described  Not recommended. I bought this for my workout.,2024-07-30,-0.16666666666666666,Negative,['neutral']
cd3477e3,Laptop Sleeve,4,great value  Will buy again. Used it daily.,2023-10-06,0.2222222222222222,Positive,['joy']
e6c9c230,USB-C Charger,5,very satisfied  Great value for money.,2024-07-21,0.42857142857142855,Positive,['joy']
a2cbac58,Wireless Earbuds,3,neutral  Used it daily.,2023-05-17,0.0,Neutral,['neutral']
0692b246,Office Chair,3,works as expected  I bought this for my friend.,2024-05-12,0.1,Positive,['neutral']
f964090d,Laptop Sleeve,1,not worth  Very disappointed. I bought this for my office.,2023-11-04,-0.18181818181818182,Negative,"['anger', 'sadness']"
a6295764,Laptop Sleeve,5,great value  Will buy again.,2025-02-03,0.3333333333333333,Positive,['joy']
60814eea,Yoga Mat,3,okay product  Could be better.,2024-09-20,0.0,Neutral,['neutral']
6f8b2d29,Blender,2,terrible  I bought this for my mom.,2024-11-14,-0.125,Negative,['anger']
d40a78fa,Yoga Mat,2,very disappointed  I bought this for my friend.,2023-07-04,-0.1111111111111111,Negative,"['anger', 'sadness']"
d6452e05,Laptop Sleeve,5,five stars  Highly recommend.,2023-03-01,0.2,Positive,['joy']
6ef14318,Wireless Earbuds,3,fair  It's okay. Used it daily.,2024-04-12,0.0,Neutral,['neutral']
14c39041,Laptop Sleeve,5,five stars  Packaging was good. I bought this for my workout.,2024-01-10,0.08333333333333333,Positive,['neutral']
5a959143,Wireless Earbuds,5,works great  Highly recommend. I bought this for my friend.,2023-10-13,0.2727272727272727,Positive,['joy']
8301ca99,Laptop Sleeve,3,does the job  Could be better. Used it daily.,2023-06-04,0.0,Neutral,['neutral']
543a6def,Wireless Earbuds,3,fair  I bought this for my mom.,2025-05-22,0.0,Neutral,['neutral']
8698248e,Wireless Earbuds,4,very satisfied  Packaging was good. Used it daily.,2023-07-06,0.2222222222222222,Positive,['joy']
d4abc389,Stainless Bottle,4,works great  Packaging was good. I bought this for my friend.,2025-12-10,0.25,Positive,['joy']
d1623e6b,Blender,3,okay product  It's okay. Used it daily.,2023-11-19,0.0,Neutral,['neutral']
f2b42401,Office Chair,4,highly recommend  I bought this for my office.,2023-12-12,0.1111111111111111,Positive,['joy']
27be4773,Blender,1,terrible  Returned it. Used it daily.,2025-01-20,-0.2857142857142857,Negative,"['anger', 'sadness']"
ac3a7b2f,USB-C Charger,5,best purchase  Great value for money. Used it daily.,2023-10-31,0.3,Positive,['joy']
6d976fd1,Wireless Earbuds,5,fast delivery  Packaging was good. Used it daily.,2025-07-22,0.2222222222222222,Positive,['neutral']
d4918ecf,Blender,5,excellent product  I bought this for my workout.,2023-03-02,0.1111111111111111,Positive,['joy']
5dd43344,Office Chair,4,great value  I bought this for my office.,2023-12-07,0.2222222222222222,Positive,['joy']
0a11904e,Yoga Mat,4,will buy again  Highly recommend. I bought this for my friend.,2024-05-01,0.08333333333333333,Positive,['joy']
33627df4,Office Chair,5,best purchase  Great value for money. Used it daily.,2025-08-06,0.3,Positive,['joy']
ae82a969,USB-C Charger,4,excellent product  Great value for money. Used it daily.,2023-02-13,0.3,Positive,['joy']
ca914c2a,Laptop Sleeve,5,best purchase  Will buy again. Used it daily.,2024-10-28,0.1111111111111111,Positive,['joy']
d3d9b210,Office Chair,2,one star,2025-07-14,-0.3333333333333333,Negative,['neutral']
8c8acd69,Office Chair,5,will buy again  Great value for money.,2023-09-25,0.25,Positive,['joy']
e8c58fc1,USB-C Charger,4,excellent product  Great value for money.,2023-07-05,0.42857142857142855,Positive,['joy']
77d2fa1d,Yoga Mat,1,broke quickly  Returned it. Used it daily.,2023-05-30,-0.25,Negative,['sadness']
c9221261,Yoga Mat,5,excellent product  Great value for money. I bought this for my mom.,2023-01-02,0.23076923076923078,Positive,['joy']
8c5f5434,Laptop Sleeve,3,okay product  I bought this for my office.,2023-07-05,0.0,Neutral,['neutral']
f994848f,Laptop Sleeve,4,loved it  Will buy again. I bought this for my workout.,2025-07-10,0.08333333333333333,Positive,['joy']
d210d92a,Stainless Bottle,3,it's fine  Could be better. I bought this for my mom.,2023-06-05,0.0,Neutral,['neutral']
6d4a32d7,Yoga Mat,5,will buy again  I bought this for my travel.,2023-08-08,0.0,Neutral,['neutral']
b8acf290,Office Chair,3,acceptable  It's okay. I bought this for my friend.,2023-08-08,0.0,Neutral,['neutral']
730c9fa3,Blender,2,waste of money,2023-03-12,-0.25,Negative,['anger']
0659f7e5,Yoga Mat,4,best purchase  Will buy again. I bought this for my office.,2023-07-18,0.08333333333333333,Positive,['joy']
b95f9f1c,Blender,5,five stars  Will buy again.,2023-06-14,0.0,Neutral,['neutral']
7938932c,Yoga Mat,4,good quality  Great value for money. Used it daily.,2024-01-01,0.3,Positive,['joy']
30746456,Blender,1,do not buy  Used it daily.,2024-02-02,-0.14285714285714285,Negative,['neutral']
4fa6b71f,Wireless Earbuds,3,acceptable  It's okay. Used it daily.,2026-03-30,0.0,Neutral,['neutral']
f230c5ca,Wireless Earbuds,2,not worth  Returned it. Used it daily.,2023-07-15,-0.25,Negative,['sadness']
4d17d5c3,Wireless Earbuds,2,not worth  Not recommended.,2028-10-06,-0.4,Negative,['neutral']
4946df69,Yoga Mat,4,great value  Packaging was good.,2023-11-27,0.5,Positive,['joy']
d62d5834,USB-C Charger,1,missing parts  Not recommended. I bought this for my workout.,2024-05-20,-0.18181818181818182,Negative,['neutral']
8c59fff0,Stainless Bottle,3,average  Nothing special.,2025-04-13,0.0,Neutral,['neutral']
85ca4199,Stainless Bottle,3,it's fine,2023-03-19,0.0,Neutral,['neutral']
1e2ec771,Wireless Earbuds,1,bad customer service  Returned it. I bought this for my mom.,2023-08-22,-0.16666666666666666,Negative,['sadness']
44750cc0,Blender,4,works great  Will buy again. I bought this for my office.,2023-01-25,0.16666666666666666,Positive,['joy']
b9d5266c,USB-C Charger,5,exceeded expectations  Will buy again. Used it daily.,2023-08-09,0.1111111111111111,Positive,['neutral']
d3d8c58e,USB-C Charger,4,works great  Will buy again.,2023-08-01,0.3333333333333333,Positive,['joy']
5828b4d5,USB-C Charger,4,five stars  Great value for money.,2023-10-27,0.2857142857142857,Positive,['joy']
e5929ed8,Office Chair,3,it's fine  Nothing special. Used it daily.,2023-03-15,0.0,Neutral,['neutral']
3c525f8d,Yoga Mat,5,highly recommend  Packaging was good. I bought this for my mom.,2025-12-02,0.16666666666666666,Positive,['joy']
77982ab0,USB-C Charger,4,works great  Highly recommend.,2023-04-26,0.6,Positive,['joy']
608a5baf,Laptop Sleeve,4,good quality  Packaging was good. I bought this for my friend.,2023-07-11,0.16666666666666666,Positive,['neutral']
c0b8e959,Blender,1,terrible  Very disappointed. Used it daily.,2023-03-03,-0.2857142857142857,Negative,"['anger', 'sadness']"
e551c0bb,Blender,5,works great  Will buy again. I bought this for my friend.,2024-01-28,0.16666666666666666,Positive,['joy']
66b77aa1,Office Chair,1,bad customer service  Returned it. Used it daily.,2023-04-02,-0.2222222222222222,Negative,['sadness']
9ca0c1a3,Laptop Sleeve,3,acceptable  It's okay.,2024-02-11,0.0,Neutral,['neutral']
7cd2c03d,Yoga Mat,1,missing parts  Returned it. I bought this for my friend.,2023-02-10,-0.18181818181818182,Negative,['sadness']
d10c4fea,Office Chair,5,fast delivery  Packaging was good.,2023-03-13,0.3333333333333333,Positive,['neutral']
3caf1b51,Office Chair,4,exceeded expectations  Will buy again.,2023-04-10,0.16666666666666666,Positive,['neutral']
8e7664a4,Blender,2,poor quality  Very disappointed. Used it daily.,2023-04-12,-0.25,Negative,"['anger', 'sadness']"
cca61c2e,Yoga Mat,5,highly recommend  Highly recommend. I bought this for my mom.,2024-12-07,0.18181818181818182,Positive,['joy']
a48e9b6b,Yoga Mat,5,fast delivery  Great value for money.,2023-07-04,0.42857142857142855,Positive,['joy']
3b818b45,USB-C Charger,4,best purchase  Highly recommend. I bought this for my travel.,2023-03-25,0.18181818181818182,Positive,['joy']
814eeb24,Office Chair,3,fair  Used it daily.,2025-04-07,0.0,Neutral,['neutral']
69fd6878,Blender,1,missing parts  Very disappointed. Used it daily.,2023-02-02,-0.25,Negative,"['anger', 'sadness']"
0dd1bd46,USB-C Charger,3,it's fine,2023-01-10,0.0,Neutral,['neutral']
6db9aade,Wireless Earbuds,3,okay product  It's okay. I bought this for my travel.,2023-11-16,0.0,Neutral,['neutral']
2edb1d7c,Laptop Sleeve,4,exceeded expectations  Used it daily.,2025-03-25,0.16666666666666666,Positive,['neutral']
66062afd,Stainless Bottle,5,best purchase  Great value for money. I bought this for my travel.,2023-06-02,0.23076923076923078,Positive,['joy']
83f67613,Stainless Bottle,3,nothing special  Could be better. I bought this for my workout.,2023-06-24,0.0,Neutral,['neutral']
ec3a9015,Wireless Earbuds,4,five stars  Will buy again.,2023-04-24,0.0,Neutral,['neutral']
fce51497,Stainless Bottle,4,good quality  Great value for money.,2023-07-12,0.42857142857142855,Positive,['joy']
cb1ee76d,Blender,4,highly recommend  Great value for money. Used it daily.,2023-07-29,0.3,Positive,['joy']
9f6db0bb,Office Chair,3,it's fine  Nothing special.,2025-12-18,0.0,Neutral,['neutral']
dd268279,Blender,5,fast delivery  Highly recommend. I bought this for my friend.,2023-02-25,0.18181818181818182,Positive,['joy']
eb9dea94,Stainless Bottle,5,works great  Highly recommend. I bought this for my office.,2023-09-01,0.2727272727272727,Positive,['joy']
1793c497,USB-C Charger,5,works great  Will buy again. I bought this for my friend.,2024-08-10,0.16666666666666666,Positive,['joy']
19338463,Laptop Sleeve,4,exceeded expectations  Highly recommend.,2023-01-09,0.4,Positive,['joy']
81ad40ca,Laptop Sleeve,3,it's fine  Nothing special. Used it daily.,2023-10-12,0.0,Neutral,['neutral']
21a8e090,USB-C Charger,4,will buy again  Packaging was good. I bought this for my mom.,2023-04-19,0.07692307692307693,Positive,['neutral']
f03e2f34,Stainless Bottle,2,one star  I bought this for my office.,2024-10-19,-0.1111111111111111,Negative,['neutral']
dbd3b33a,Wireless Earbuds,5,great value  Highly recommend. I bought this for my travel.,2023-09-30,0.2727272727272727,Positive,['joy']
fa10f428,USB-C Charger,3,it's fine  Nothing special.,2023-04-27,0.0,Neutral,['neutral']
0564921b,Stainless Bottle,1,not as described  I bought this for my workout.,2025-06-15,-0.1,Negative,['neutral']
590a4b27,Laptop Sleeve,2,stopped working  Not recommended.,2023-11-10,-0.4,Negative,['neutral']
a3243be1,Office Chair,3,it's fine  I bought this for my workout.,2023-10-22,0.0,Neutral,['neutral']
5cf1aa97,Stainless Bottle,4,excellent product  Highly recommend. Used it daily.,2024-10-08,0.25,Positive,['joy']
eba2c59b,Yoga Mat,3,works as expected  Could be better.,2023-01-05,0.14285714285714285,Positive,['neutral']
1ae41467,Blender,2,one star  I bought this for my travel.,2025-04-20,-0.1111111111111111,Negative,['neutral']
5f5cce49,USB-C Charger,5,works great  Great value for money. I bought this for my workout.,2023-11-29,0.3076923076923077,Positive,['joy']
b687a0b5,Blender,4,loved it  Packaging was good.,2024-02-04,0.3333333333333333,Positive,['joy']
5d8b27ff,Blender,3,acceptable,2025-06-16,0.0,Neutral,['neutral']
dfe172fa,Wireless Earbuds,4,highly recommend  Packaging was good. I bought this for my office.,2023-06-26,0.16666666666666666,Positive,['joy']
cff6eb6c,Stainless Bottle,4,highly recommend  Highly recommend. Used it daily.,2023-01-18,0.25,Positive,['joy']
87bec1ec,Yoga Mat,3,it's fine  Nothing special. I bought this for my mom.,2024-05-03,0.0,Neutral,['neutral']
751c5200,Blender,2,terrible  Returned it. Used it daily.,2023-12-04,-0.2857142857142857,Negative,"['anger', 'sadness']"
a96421d9,Office Chair,3,fair  Nothing special.,2023-06-29,0.0,Neutral,['neutral']
41136605,Yoga Mat,3,average  Nothing special. Used it daily.,2023-06-10,0.0,Neutral,['neutral']
1184f840,Laptop Sleeve,5,five stars  Will buy again. Used it daily.,2023-05-09,0.0,Neutral,['neutral']
6b95c017,Yoga Mat,4,best purchase  Highly recommend. Used it daily.,2023-08-24,0.25,Positive,['joy']
79fe8318,Office Chair,4,excellent product  Highly recommend. I bought this for my travel.,2025-10-05,0.18181818181818182,Positive,['joy']
37382d7d,Blender,5,best purchase  Highly recommend. I bought this for my travel.,2023-03-30,0.18181818181818182,Positive,['joy']
197aa576,Laptop Sleeve,1,missing parts,2023-04-22,-0.3333333333333333,Negative,['neutral']
45775b2b,USB-C Charger,4,excellent product  Will buy again. I bought this for my workout.,2023-01-20,0.08333333333333333,Positive,['joy']
3aa405ca,USB-C Charger,4,great value  Packaging was good. I bought this for my mom.,2023-11-28,0.25,Positive,['joy']
97163f27,Laptop Sleeve,3,neutral  It's okay. Used it daily.,2024-06-21,0.0,Neutral,['neutral']
60dc0677,Blender,2,very disappointed  Returned it. I bought this for my travel.,2023-01-29,-0.18181818181818182,Negative,"['anger', 'sadness']"
a2d8b432,Blender,5,great value  Will buy again.,2023-09-07,0.3333333333333333,Positive,['joy']
a5f66915,Blender,5,loved it  Great value for money. I bought this for my travel.,2023-07-28,0.23076923076923078,Positive,['joy']
938fca2d,Blender,3,neutral  Nothing special.,2024-09-16,0.0,Neutral,['neutral']
09de2cde,Blender,5,perfect  Great value for money. I bought this for my mom.,2024-03-09,0.25,Positive,['joy']
451ddaaa,Office Chair,3,nothing special  Could be better. I bought this for my workout.,2023-11-22,0.0,Neutral,['neutral']
bb896136,Yoga Mat,4,fast delivery  I bought this for my office.,2023-02-05,0.1111111111111111,Positive,['neutral']
4e8d38bc,Blender,5,best purchase  Will buy again. I bought this for my travel.,2023-02-23,0.08333333333333333,Positive,['joy']
0577906d,Laptop Sleeve,5,loved it  I bought this for my mom.,2023-08-04,0.1111111111111111,Positive,['joy']
